Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
vitamin-c-cleanser-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Vitamin_C_Cleanser_2_png_d0973be5-7df2-4294-9436-f06fd1007ddc.png?v=1730791607,2,"",,,,,,,,,,,,,,,,,,,,,,,
niacinamide-vitamin-boost-serum-1,Niacinamide Vitamin Boost Serum,"<h2>Description</h2> <p><span style=""font-weight: 400;"">This concentrated niacinamide vitamin boost serum is carefully crafted with a targeted blend of Vitamin C, B3, and B5 to plump, smooth, and replenish moisture for your skin. Revive dehydrated, dull skin and improve appearances of fine lines, allowing these active ingredients to do what they do best! Improve signs of aging with the superstar ingredient Vitamin C and add a luminous, supple glow to your skin after a single use. Minimize appearance of large pores, even out skin tones, and strengthen the skin barrier with niacinamide. Suitable for daily use and for all skin types.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vitamin C adds a supple glow to your skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vitamin C improves signs of aging</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Niacinamide (vitamin B3) strengthens skin barrier and evens out skin tone</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Suitable for all skin types</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Paraben free and cruelty free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan</span></li>
</ul> <h2>Application</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Apply 2-3 drops into the palm of your hand and apply to face and neck</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Massage gently into skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Follow with face cream or SPF in the day time</span></li>
</ul> <h2>Ingredients</h2> <p><span style=""font-weight: 400;"">Water (Aqua), Glycerin, 3-O-Ethyl Ascorbic Acid (Vitamin C), Niacinamide (Vitamin B3), Panthenol (Vitamin B5), 1,2-Hexanediol, Xanthan Gum, Sodium Citrate, Sodium Phytate, Polysorbate-20, Citric Acid</span></p>",Ayonne skin,Services > Personal Services > Beauty & Personal Care,Anti Aging serums,"anti-aging, Anti-Aging Serum, biohacking, blue project protocol, bryan johnson, Fountain of Youth: Anti-Aging Serums, Mens Collection, Natural Anti-Aging Serum",true,Title,Default Title,,,,,,,,56083-BLNK-GF-03-02-VBS,0.0,shopify,deny,blanka,33.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Niacinamide_Vitamin_Boost_Serum_png_0039f271-c754-4733-8cfa-01d45654f6a7.png?v=1730791337,1,"",false,Buy Niacinamide Vitamin Boost Serum - Best Cosmetics Product,"Shop Niacinamide Vitamin Boost Serum, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,,,lb,,14.98,active
niacinamide-vitamin-boost-serum-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Niacinamide_Vitamin_Boost_Serum_2_png_47736afe-4bf6-4042-babe-b55daded0e54.png?v=1730791367,2,"",,,,,,,,,,,,,,,,,,,,,,,
firm-serum-1,Firming Serum,"<h2>Description</h2>
<p><span style=""font-weight: 400;"">Discover the power of our firm serum for your eyes and fine lines. An anti-aging, oil-free formula to improve the skin’s appearance and to reduce dark circles under the eyes. Reduce the puffiness and rejuvenate your skin with our firm serum and bring balance to your skin. Cucumber extract and firming peptides will leave your skin glowing and plump.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p>
<h2>Benefits</h2>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Fragrance free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Aloe vera gel invigorates skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Cucumber extract detoxifies skin cells</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Firming peptides tightens fine lines</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Paraben-free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Recyclable packaging</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">20mL</span></li>
</ul>
<h2>Application</h2>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Apply on clean skin morning and night before moisturizing</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Massage into skin for full absorption</span></li>
</ul>
<h2>Ingredients</h2>
<p><span style=""font-weight: 400;"">Aqua, Glycerin, Propanediol, Cucumis Sativus (Cucumber) Fruit Extract, Polysorbate 20, Aqua, Steareth-20, N-Hydroxysuccinimide, Chrysin, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Xanthan Gum, Palmitoyl Tripeptide-1, Sodium Gluconate</span></p>",Ayonne skin,Services > Personal Services > Beauty & Personal Care,Anti Aging serums,"anti-aging, Anti-Aging Serum, biohacking, blue project protocol, bryan johnson, Fountain of Youth: Anti-Aging Serums, Mens Collection",true,Title,Default Title,,,,,,,,56083-BLNK-PC-03-04-SER-FSR,0.0,shopify,deny,blanka,44.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Firm_Serum_png_4c8cffbf-eb08-4622-b165-d52fb8d207e8.png?v=1730791143,1,"",false,Buy the best Firming Serum,,,,,,,,,,,,,,,,,,lb,,20.38,active
firm-serum-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Firm_Serum_2_png_93252e61-5a8f-46e2-bbca-bd39d7410aed.png?v=1730711977,2,"",,,,,,,,,,,,,,,,,,,,,,,
firm-serum-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Firm_Serum_3_png_5bf4f446-1251-4edf-a63c-6c1b917c0a81.png?v=1730711979,3,"",,,,,,,,,,,,,,,,,,,,,,,
winter-glow-essentials-set,Winter Glow Essentials Set,"<h2>Description</h2> <p><span style=""font-weight: 400;"">Give the gift of glowy skin with our new Winter Glow Essentials Set featuring three powerhouse products: the Active Eye Cream, Hyaluronic Acid serum, and Vitamin C Toner. Each product was formulated with potent ingredients to deliver a glowing complexion. Indulge in the ultimate skincare experience with the Winter Glow Essentials Set.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">This set includes:</span></p>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Net 0.5 fl. oz. / 15 mL - Active Eye Cream</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Net 1 fl. oz. / 30 mL - Hyaluronic Acid Serum</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Net 4.06 fl. oz. / 115 mL - Vitamin C Toner</span></li>
</ul>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America</span></p> <h2>Benefits</h2> <ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Each product is designed to address specific skincare concerns, from fine lines to overall hydration and brightening.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Nourishing ingredients such as Witch Hazel, Aloe, and Hyaluronic Acid hydrates and soothes skin.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Regular use of these products reveals smoother, brighter, and more youthful-looking skin.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan, Cruelty-Free, Recyclable Packaging.</span></li>
</ul> <h2>Application</h2> <ul>
<li aria-level=""1"">
<strong>Active Eye Cream:</strong><span style=""font-weight: 400;""> Apply daily, before daytime moisturizers and sunscreen or in the evening after cleansing.</span>
</li>
<li aria-level=""1"">
<strong style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Oxygen, Ubuntu, Cantarell, 'Open Sans', 'Helvetica Neue', sans-serif;"">Hyaluronic Acid Serum: </strong><span style=""font-weight: 400;"">Apply 2-3 drops into the palm of your hand and apply to the face and neck. Massage gently into the skin. Follow with face cream or SPF in the daytime.</span>
</li>
<li aria-level=""1"">
<strong style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Oxygen, Ubuntu, Cantarell, 'Open Sans', 'Helvetica Neue', sans-serif;"">Vitamin C Toner: </strong><span style=""font-weight: 400;"">After cleansing, saturate a cotton pad and gently stroke or pat over face and neck. Can be used morning and evening.</span>
</li>
</ul> <h2>Ingredients</h2> <p><strong>Active Eye Cream: </strong><span style=""font-weight: 400;"">Aqua, Dimethicone, C12-15 Alkyl Benzoate, Glycerin, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Cetyl Alcohol, Dimethicone/Vinyl Dimethicone Crosspolymer, Glyceryl Stearate, PEG-100 STEARATE, Cetearyl Glucoside, Phenoxyethanol, Sodium Hyaluronate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, 1,2-Hexanediol, Caprylyl Glycol, Xanthan Gum, Isohexadecane, Cucumis Sativus (Cucumber) Fruit Extract, Panthenol, Carthamus Tinctorius (Safflower) Seed Oil, Polysorbate 80, Aloe Barbadensis Leaf Extract, Butylene Glycol, Carbomer, Polysorbate 20, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-3</span></p>
<p> </p>
<p><strong>Hyaluronic Acid Serum: </strong><span style=""font-weight: 400;"">Water (Aqua), Glycerin, Butylene Glycol, Phenoxyethanol, Sodium Hyaluronate, Carbomer, Xanthan Gum</span></p>
<p> </p>
<p><strong>Vitamin C Toner: </strong><span style=""font-weight: 400;"">Aqua/Water/Eau, Butylene Glycol, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Sodium Ascorbyl Phosphate, Citrus Aurantium Dulcis (Orange) Peel Oil, Citric Acid, Citrus Tangerina (Tangerine) Peel Oil, Nannochloropsis Oculata Extract , Polygonum Cuspidatum Root Extract, Camellia Sinensis Leaf Extract, Aloe Barbadensis Leaf Extract, Tangerine Oil Terpenes , PEG-40 Hydrogenated Castor Oil, Trideceth-9, Pullulan, Polysorbate 20, Allantoin, Glycerin, Disodium EDTA, Caprylyl Glycol, 1,2-Hexanediol, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol, Limonene, Linalool</span></p>",Ayonne,Services > Personal Services > Beauty & Personal Care,Anti Aging serums,"anti-aging, Anti-Aging Serum, biohacking, blue project protocol, bryan johnson, Fountain of Youth: Anti-Aging Serums, Hydration Station: Moisturizers, Mens Collection",true,Title,Default Title,,,,,,,,56083-BLNK-BL-03-NA-SET-SKIN,0.0,shopify,deny,blanka,84.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Winter_Glow_Essentials_Set_png.png?v=1730790784,1,"",false,Buy your Winter Glow Essentials Set,,,,,,,,,,,,,,,,,,lb,,44.00,active
anti-aging-rose-gold-oil-1,Anti-aging Rose Gold Oil,"<h2>Description</h2>
<p><span style=""font-weight: 400;"">A luxurious anti-aging serum that easily absorbs antioxidants into the skin. This revitalizing rosehip facial oil will lock in moisture and leave your complexion feeling plump and looking brighter. Restore the youthful glow with omega fatty acids that help defend against natural collagen loss, reduced elasticity and wrinkle formation. With a unique blend of oils, fatty acids, and antioxidants, your skin will thank you. Protect your radiant skin and give it the boost of hydration and protection it needs! Recommended for all skin types.</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p>
<h2>Benefits</h2>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Rosehip oil boosts collagen formation and brightens skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Omega fatty acids regulate skin’s oil production and balances skin hydration</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Antioxidants supports skin healing processes</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Suitable for all skin types</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Paraben free and cruelty free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan</span></li>
</ul>
<h2>Application</h2>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Apply 2-3 drops into the palm of your hand and apply to face and neck</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Massage gently into skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Follow with face cream in the evening</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">During cold winter months, mix a drop of anti-aging rose gold oil with your favorite moisturizer</span></li>
</ul>
<h2>Ingredients</h2>
<p><span style=""font-weight: 400;"">Vitis Vinifera (Grape) Seed Oil, Olea Europea (Olive) Fruit Oil, Moringa Oleifera (Drumstick Tree) Seed Oil, Rosa Canina (Dog Rose) Fruit Oil, Caprylic/Capric Triglyceride (from Coconut), Cocos Nucifera (Coconut) Oil, Fragrance (Parfum), Cannabis Sativa (Hemp) Seed Oil, Tocopheryl Acetate (Vitamin E Acetate)</span></p>",Ayonne skin,Services > Personal Services > Beauty & Personal Care,Anti Aging serums,"anti-aging, biohacking, bryan johnson, Fountain of Youth: Anti-Aging Serums, Mens Collection, Natural Anti-Aging Serum",true,Title,Default Title,,,,,,,,56083-BLNK-EZ-03-02-RGS,0.0,shopify,deny,blanka,29.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/0002-2966083111382356424.png?v=1744873844,1,Anti-aging Rose Gold Oil,false,Buy Anti-aging Rose Gold Oil - Best Cosmetics Product,"Shop Anti-aging Rose Gold Oil, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,,,lb,,12.84,active
anti-aging-rose-gold-oil-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Anti-aging_Rose_Gold_Oil_png_66bf7f2d-30c7-4297-9276-be2fbcf1e765.png?v=1744875412,2,"",,,,,,,,,,,,,,,,,,,,,,,
anti-aging-rose-gold-oil-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Anti-aging_Rose_Gold_Oil_2_png_41c48622-5532-4522-a37d-038f3c3822dd.png?v=1744875412,3,"",,,,,,,,,,,,,,,,,,,,,,,
anti-aging-rose-gold-oil-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/0001-9099985803862962467.png?v=1744875412,4,Anti-aging Rose Gold Oil,,,,,,,,,,,,,,,,,,,,,,,
hydration-serum-1,Hydration Serum,"<h2>Description</h2>
<p><span style=""font-weight: 400;"">This Hydration Boosting Serum will not disappoint! Glycerin is the active ingredient that holds extreme moisture in the skin throughout the day, fortifying your skin’s moisture barrier to tackle environmental stressors. Using glycerin also helps improve your skin’s youthful look as time passes and retains its natural resiliency and bounce. In addition,  cassia obtusifolia seed extract is a rich source of antioxidants that your skin will love. Perfect for all skin types, this hydration serum mimics your skin’s natural moisturizing processes. Feel your best and most comfortable with your new favorite hydration serum!</span></p>
<p> </p>
<p><span style=""font-weight: 400;"">Made in North America.</span></p>
<h2>Benefits</h2>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Glycerin mimics your skin’s natural hydration process</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Glycerin holds extreme moisture and bounce to your skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Cassia obtusifolia seed extract defends skin surfaces from environmental stress</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Suitable for all skin types</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Paraben free and cruelty free</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vegan</span></li>
</ul>
<h2>Application</h2>
<ul>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Apply 2-3 drops into the palm of your hand and apply to face and neck</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Massage gently into skin</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Follow with face cream or SPF during the day</span></li>
</ul>
<h2>Ingredients</h2>
<p><span style=""font-weight: 400;"">Water (Aqua), Cassia Obtusifolia Seed Extract, Glycerin, Pentylene Glycol</span></p>",Ayonne skin,Services > Personal Services > Beauty & Personal Care,Anti Aging serums,"Anti-Aging Serum, biohacking, Fountain of Youth: Anti-Aging Serums, Mens Collection, moisturizer, Natural Anti-Aging Serum, skincare",true,Title,Default Title,,,,,,,,56083-BLNK-EC-03-02-HDS,0.0,shopify,deny,blanka,35.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/0011-6352790030467445308.png?v=1744876009,1,Hydration Serum,false,Buy Hydration Serum - Best Cosmetics Product,"Shop Hydration Serum, the best in skincare and beauty products. Perfect for anti-aging and moisturizing effects.",,,,,,,,,,,,,,,,,lb,,14.98,active
hydration-serum-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Hydration_Serum_png_86c67dc6-9dec-4051-852e-59ba7f4c49cf.png?v=1744876009,2,"",,,,,,,,,,,,,,,,,,,,,,,
hydration-serum-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/Hydration_Serum_2_png_5531639d-a572-4f30-bd5f-7be1340779bd.png?v=1744876009,3,"",,,,,,,,,,,,,,,,,,,,,,,
rise-glow-bundle,Ayonne Rise & Glow Skincare Bundle,"<h3>Ayonne Rise &amp; Glow Skincare Bundle</h3>
<p>Shine bright and exude confidence with our <em>Ayonne Rise &amp; Glow Skincare Bundle</em>. Curated for those who love to embrace their natural radiance and elevate their glam game, this bundle includes a mix of must-have products to keep your skin glowing and your look on point.</p>
<h4>What’s Inside:</h4>
<ol>
<li>
<p><strong>Glow Mask</strong>: Revitalize and brighten your skin with the Glow Mask. This luxurious mask deeply hydrates and refreshes, leaving your complexion radiant and dewy.</p>
</li>
<li>
<p><strong>Plumping Lip Gloss</strong>: Enhance your pout with our Plumping Lip Gloss, delivering a glossy finish and fuller-looking lips with every swipe.</p>
</li>
<li>
<p><strong>Tanning Drops</strong>: Achieve a sun-kissed glow year-round with our customizable Tanning Drops. Simply mix with your moisturizer to get that perfect golden tan without the harmful UV exposure.</p>
</li>
<li>
<p><strong>Hyaluronic Acid Serum</strong>: Lock in moisture with this powerful serum that plumps and smooths the skin, giving you that hydrated, youthful glow.</p>
</li>
<li>
<p><strong>Liquid Shimmer - Champagne</strong>: Add a touch of radiance with our Liquid Shimmer in Champagne. Perfect for highlighting your features, this shimmer adds a gorgeous, natural glow.</p>
</li>
<li>
<p><strong>Highlighter Stick - Bronze Lights</strong>: Create dimension and warmth with the Highlighter Stick in Bronze Lights. This creamy stick effortlessly enhances your features with a stunning sun-kissed bronze glow.</p>
</li>
<li>
<p><strong>Lip Kit - Mauve Wife</strong>: Perfect your pout with the Mauve Wife Lip Kit. This set includes a rich mauve lipstick and matching lip liner, offering bold color and a smooth, all-day wear.</p>
</li>
<li>
<p><strong>Lip Scrub</strong>: Prep your lips for flawless application with our gentle Lip Scrub. It exfoliates away dry skin, leaving your lips soft and smooth.</p>
</li>
</ol>
<h3>Why Choose the Ayonne Rise &amp; Glow Skincare Bundle?</h3>
<p>This bundle is perfect for those looking to combine skincare essentials with glamorous finishing touches. From achieving a dewy complexion to adding those finishing highlights, the <em>Ayonne Rise &amp; Glow Skincare Bundle</em> has everything you need to shine and feel your best. Unlock your glow and embrace your glam with these handpicked favorites!</p>",Ayonne,Health & Beauty > Personal Care > Cosmetics,Glow,"brightening skincare, glow-enhancing skincare, natural radiance, Vitamin C bundle",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,267.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/image_EPF.webp?v=1729679463,1,"",false,,,473,,,,,,,,,,,,,,,,lb,,,active
men-s-grooming-essentials-bundle,Men’s Grooming Essentials Bundle,"<p>Command confidence with every look. The Men’s Grooming Essentials 
        Bundle is designed to keep you looking sharp and feeling unstoppable. With nourishing 
        beard oil for smooth growth and a revitalizing face wash, it’s all about making your best 
        look effortless.</p>",Ayonne skin,Health & Beauty > Personal Care,Mens Products,"anti-aging, Anti-Aging Serum, hair products, Mens Collection, moisturizer",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,195.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/BlankaProductPictures_13.png?v=1728031666,1,"",false,,,2915,,,,,,,,,,,,,,,,lb,,,active
dr-morgan-levine-biohacking-for-the-future-inspired-bundle,Dr. Morgan Levine Biohacking for the future inspired bundle,"<p><strong>Unlock the Secret to Youthful Skin: Inspired by Dr. Morgan Levine</strong></p>
<p>Are you ready to transform your skin with the science of biohacking? The <strong>Biohacker’s Skin Renewal Bundle</strong> is carefully curated to rejuvenate your skin, promote long-lasting hydration, and enhance radiance. Inspired by longevity expert <strong>Dr. Morgan Levine</strong>, this bundle focuses on cellular health, exfoliation, and nourishment to keep your skin looking youthful and glowing.</p>
<h4><strong>What’s Included in the Bundle:</strong></h4>
<ol>
<li>
<p><strong><a rel=""noopener"" target=""_new""><span>Mint</span><span> Exfoliating</span><span> Facial</span><span> Polish</span></a></strong><br>Gently exfoliate dead skin cells and reveal fresh, radiant skin. This facial polish promotes cell turnover and preps your skin for deeper hydration.</p>
</li>
<li>
<p><strong><a rel=""noopener"" target=""_new""><span>Niacinamide</span><span> Vitamin</span><span> Boost</span><span> Serum</span></a></strong><br>Brighten and hydrate your skin with this powerful serum. Niacinamide works to reduce dark spots, even out skin tone, and restore your skin's natural glow.</p>
</li>
<li>
<p><strong><a rel=""noopener"" target=""_new""><span>Vitamin</span><span> C</span><span> Cleanser</span></a></strong><br>Start your routine with this antioxidant-rich cleanser that deeply cleanses and brightens your complexion. Protect your skin from environmental damage while maintaining its youthful vibrancy.</p>
</li>
<li>
<p><strong><a rel=""noopener"" target=""_new""><span>Hyaluronic</span><span> Moisturizer</span></a></strong><br>Lock in moisture with this ultra-hydrating moisturizer. Formulated to keep your skin plump and firm, it helps reduce the appearance of fine lines and supports long-term hydration.</p>
</li>
<li>
<p><strong><a rel=""noopener"" target=""_new""><span>Rose</span><span> Quartz</span><span> Roller</span></a></strong><br>Elevate your skincare routine with a luxurious facial massage. The Rose Quartz Roller improves circulation, reduces puffiness, and enhances product absorption for a radiant complexion.</p>
</li>
<li>
<p class=""Polaris-Text--root Polaris-Text--bodyMd Polaris-Text--break""><strong>Best Skin Ever: A Comprehensive Guide</strong></p>
</li>
</ol>
<h4>
<strong>Why You’ll Love It</strong>:</h4>
<ul>
<li>
<strong>Rejuvenate</strong>: Gentle exfoliation and antioxidant protection reveal glowing, youthful skin.</li>
<li>
<strong>Hydrate</strong>: Deep hydration ensures your skin stays plump, firm, and wrinkle-free.</li>
<li>
<strong>Brighten</strong>: The power of Vitamin C and Niacinamide brightens and evens your skin tone, giving you a flawless look.</li>
<li>
<strong>Relax</strong>: The Rose Quartz Roller promotes relaxation while boosting circulation, leaving you refreshed and revitalized.</li>
</ul>
<h4>
<strong>How to Use the Bundle</strong>:</h4>
<ol>
<li>
<strong>Cleanse</strong>: Begin with the <strong>Vitamin C Cleanser</strong> to remove impurities and brighten your skin.</li>
<li>
<strong>Exfoliate</strong>: Gently exfoliate with the <strong>Mint Exfoliating Facial Polish</strong> to promote cell turnover.</li>
<li>
<strong>Boost</strong>: Apply the <strong>Niacinamide Vitamin Boost Serum</strong> to brighten and hydrate.</li>
<li>
<strong>Hydrate</strong>: Lock in moisture with the <strong>Hyaluronic Moisturizer</strong> for long-lasting hydration.</li>
<li>
<strong>Relax</strong>: Use the <strong>Rose Quartz Roller</strong> for a relaxing facial massage that enhances product absorption.</li>
</ol>
<h4>
<strong>Biohacking for Your Skin</strong>:</h4>
<p>Inspired by Dr. Morgan Levine's cutting-edge research on biological age and longevity, this bundle helps you harness the power of biohacking for youthful, radiant skin. Each product is carefully selected to support your skin’s natural renewal process and fight signs of aging.</p>
<p><strong>Unlock Your Skin’s Potential with the Biohacker’s Skin Renewal Bundle Today!</strong></p>",Ayonne skin,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care,Anti Aging serums,"anti-aging, Anti-Aging Cosmetics, Anti-Aging Cream, Anti-Aging Serum, beauty, biohacking, Dr Morgan Levin, moisturizer, Serum, skincare",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,249.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0853/5257/9420/files/image_F-O.webp?v=1729680212,1,"",false,,,7429,,,,,,,,,,,,,,,,lb,,,active
